indicator_id,name,unit,visual_id,document_id
ind3242,insurance_supervisory_total_number_of_supervisory_board_chairpersons_-_percentage_share_of_women,percent,Tab03-05,dwr-24-03
ind3243,supervisory_quota_executive_total_number_of_companies,percent,Tab03-06,dwr-24-03
ind3244,supervisory_quota_executive_total_number_of_companies_-_with_composition_data,percent,Tab03-06,dwr-24-03
ind3245,supervisory_quota_executive_total_number_of_companies_-_with_women_on_executive_board,percent,Tab03-06,dwr-24-03
ind3246,supervisory_quota_executive_total_number_of_companies_-_percentage_share_with_women_on_executive_board,percent,Tab03-06,dwr-24-03
ind3247,supervisory_quota_executive_total_number_of_executive_board_members,percent,Tab03-06,dwr-24-03
ind3248,supervisory_quota_executive_total_number_of_executive_board_members_-_men,percent,Tab03-06,dwr-24-03
ind3249,supervisory_quota_executive_total_number_of_executive_board_members_-_women,percent,Tab03-06,dwr-24-03
ind3250,supervisory_quota_executive_total_number_of_executive_board_members_-_percentage_share_of_women,percent,Tab03-06,dwr-24-03
ind3251,supervisory_quota_executive_total_number_of_executive_board_chairpersons,percent,Tab03-06,dwr-24-03
ind3252,supervisory_quota_executive_total_number_of_executive_board_chairpersons_-_men,percent,Tab03-06,dwr-24-03
ind3253,supervisory_quota_executive_total_number_of_executive_board_chairpersons_-_women,percent,Tab03-06,dwr-24-03
ind3254,supervisory_quota_executive_total_number_of_executive_board_chairpersons_-_percentage_share_of_women,percent,Tab03-06,dwr-24-03
ind3255,supervisory_quota_supervisory_total_number_of_companies,percent,Tab03-06,dwr-24-03
ind3256,supervisory_quota_supervisory_total_number_of_companies_-_with_composition_data,percent,Tab03-06,dwr-24-03
ind3257,supervisory_quota_supervisory_total_number_of_companies_-_with_women_on_supervisory_board,percent,Tab03-06,dwr-24-03
ind3258,supervisory_quota_supervisory_total_number_of_companies_-_percentage_share_with_women_on_supervisory_board,percent,Tab03-06,dwr-24-03
ind3259,supervisory_quota_supervisory_total_number_of_supervisory_board_members,percent,Tab03-06,dwr-24-03
ind3260,supervisory_quota_supervisory_total_number_of_supervisory_board_members_-_men,percent,Tab03-06,dwr-24-03
ind3261,supervisory_quota_supervisory_total_number_of_supervisory_board_members_-_women,percent,Tab03-06,dwr-24-03
ind3262,supervisory_quota_supervisory_total_number_of_supervisory_board_members_-_percentage_share_of_women,percent,Tab03-06,dwr-24-03
ind3263,supervisory_quota_supervisory_total_number_of_supervisory_board_chairpersons,percent,Tab03-06,dwr-24-03
ind3264,supervisory_quota_supervisory_total_number_of_supervisory_board_chairpersons_-_men,percent,Tab03-06,dwr-24-03
ind3265,supervisory_quota_supervisory_total_number_of_supervisory_board_chairpersons_-_women,percent,Tab03-06,dwr-24-03
ind3266,supervisory_quota_supervisory_total_number_of_supervisory_board_chairpersons_-_percentage_share_of_women,percent,Tab03-06,dwr-24-03
ind3267,executive_inclusion_executive_total_number_of_companies,percent,Tab03-06,dwr-24-03
ind3268,executive_inclusion_executive_total_number_of_companies_-_with_composition_data,percent,Tab03-06,dwr-24-03
ind3269,executive_inclusion_executive_total_number_of_companies_-_with_women_on_executive_board,percent,Tab03-06,dwr-24-03
ind3270,executive_inclusion_executive_total_number_of_companies_-_percentage_share_with_women_on_executive_board,percent,Tab03-06,dwr-24-03
ind3271,executive_inclusion_executive_total_number_of_executive_board_members,percent,Tab03-06,dwr-24-03
ind3272,executive_inclusion_executive_total_number_of_executive_board_members_-_men,percent,Tab03-06,dwr-24-03
ind3273,executive_inclusion_executive_total_number_of_executive_board_members_-_women,percent,Tab03-06,dwr-24-03
ind3274,executive_inclusion_executive_total_number_of_executive_board_members_-_percentage_share_of_women,percent,Tab03-06,dwr-24-03
ind3275,executive_inclusion_executive_total_number_of_executive_board_chairpersons,percent,Tab03-06,dwr-24-03
ind3276,executive_inclusion_executive_total_number_of_executive_board_chairpersons_-_men,percent,Tab03-06,dwr-24-03
ind3277,executive_inclusion_executive_total_number_of_executive_board_chairpersons_-_women,percent,Tab03-06,dwr-24-03
ind3278,executive_inclusion_executive_total_number_of_executive_board_chairpersons_-_percentage_share_of_women,percent,Tab03-06,dwr-24-03
ind3279,executive_inclusion_supervisory_total_number_of_companies,percent,Tab03-06,dwr-24-03
ind3280,executive_inclusion_supervisory_total_number_of_companies_-_with_composition_data,percent,Tab03-06,dwr-24-03
ind3281,executive_inclusion_supervisory_total_number_of_companies_-_with_women_on_supervisory_board,percent,Tab03-06,dwr-24-03
ind3282,executive_inclusion_supervisory_total_number_of_companies_-_percentage_share_with_women_on_supervisory_board,percent,Tab03-06,dwr-24-03
ind3283,executive_inclusion_supervisory_total_number_of_supervisory_board_members,percent,Tab03-06,dwr-24-03
ind3284,executive_inclusion_supervisory_total_number_of_supervisory_board_members_-_men,percent,Tab03-06,dwr-24-03
ind3285,executive_inclusion_supervisory_total_number_of_supervisory_board_members_-_women,percent,Tab03-06,dwr-24-03
ind3286,executive_inclusion_supervisory_total_number_of_supervisory_board_members_-_percentage_share_of_women,percent,Tab03-06,dwr-24-03
ind3287,executive_inclusion_supervisory_total_number_of_supervisory_board_chairpersons,percent,Tab03-06,dwr-24-03
ind3288,executive_inclusion_supervisory_total_number_of_supervisory_board_chairpersons_-_men,percent,Tab03-06,dwr-24-03
ind3289,executive_inclusion_supervisory_total_number_of_supervisory_board_chairpersons_-_women,percent,Tab03-06,dwr-24-03
ind3290,executive_inclusion_supervisory_total_number_of_supervisory_board_chairpersons_-_percentage_share_of_women,percent,Tab03-06,dwr-24-03
ind7001,gender_care_gap_percent,percent,Fig07-01,dwr-24-07
ind7002,care_distribution_daily_care_percent,percent,Fig07-02,dwr-24-07
ind7003,care_distribution_weekly_care_percent,percent,Fig07-02,dwr-24-07
ind7004,care_distribution_daily_care_percent_2,percent,Fig07-03,dwr-24-07
ind7005,care_distribution_weekly_care_percent_2,percent,Fig07-03,dwr-24-07
ind7006,care_distribution_daily_care_percent_3,percent,Fig07-04,dwr-24-07
ind7007,care_distribution_weekly_care_percent_3,percent,Fig07-04,dwr-24-07
ind7008,gender_care_gap_percent_2,percent,Fig07-05,dwr-24-07
ind7009,long_term_care_expenditure_percent_gdp,percent,Fig07-05,dwr-24-07
ind7010,gender_care_gap_percent_3,percent,Fig07-06,dwr-24-07
ind7011,in_patient_care_expenditure_percent_gdp,percent,Fig07-06,dwr-24-07
ind7012,gender_care_gap_percent_4,percent,Fig07-07,dwr-24-07
ind7013,gender_equality_index,percent,Fig07-07,dwr-24-07
ind7014,gender_care_gap_percent_5,percent,Fig07-08,dwr-24-07
ind7015,gender_employment_gap_percent,percent,Fig07-08,dwr-24-07
ind8001,russia_welfare_lithuania_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8002,russia_welfare_estonia_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8003,russia_welfare_ukraine_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8004,russia_welfare_latvia_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8005,russia_welfare_georgia_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8006,russia_welfare_malta_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8007,russia_welfare_slovakia_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8008,russia_welfare_bulgaria_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8009,russia_welfare_poland_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8010,russia_welfare_hungary_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8011,russia_welfare_finland_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8012,russia_welfare_czech republic_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8013,russia_welfare_slovenia_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8014,russia_welfare_cyprus_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8015,russia_welfare_belgium_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8016,russia_welfare_greece_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8017,russia_welfare_albania_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8018,russia_welfare_luxembourg_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8019,russia_welfare_germany_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8020,russia_welfare_croatia_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8021,russia_welfare_austria_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8022,russia_welfare_netherlands_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8023,russia_welfare_ireland_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8024,russia_welfare_denmark_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8025,russia_welfare_italy_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8026,russia_welfare_sweden_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8027,russia_welfare_romania_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8028,russia_welfare_spain_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8029,russia_welfare_norway_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8030,russia_welfare_portugal_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8031,russia_welfare_france_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8032,russia_welfare_uk_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8033,russia_welfare_japan_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8034,russia_welfare_new zealand_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8035,russia_welfare_usa_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8036,russia_welfare_canada_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8037,russia_welfare_australia_multilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8038,russia_welfare_lithuania_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8039,russia_welfare_estonia_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8040,russia_welfare_ukraine_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8041,russia_welfare_latvia_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8042,russia_welfare_georgia_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8043,russia_welfare_malta_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8044,russia_welfare_slovakia_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8045,russia_welfare_bulgaria_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8046,russia_welfare_poland_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8047,russia_welfare_hungary_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8048,russia_welfare_finland_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8049,russia_welfare_czech republic_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8050,russia_welfare_slovenia_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8051,russia_welfare_cyprus_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8052,russia_welfare_belgium_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8053,russia_welfare_greece_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8054,russia_welfare_albania_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8055,russia_welfare_luxembourg_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8056,russia_welfare_germany_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8057,russia_welfare_croatia_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8058,russia_welfare_austria_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8059,russia_welfare_netherlands_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8060,russia_welfare_ireland_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8061,russia_welfare_denmark_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8062,russia_welfare_italy_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8063,russia_welfare_sweden_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8064,russia_welfare_romania_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8065,russia_welfare_spain_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8066,russia_welfare_norway_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8067,russia_welfare_portugal_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8068,russia_welfare_france_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8069,russia_welfare_uk_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8070,russia_welfare_japan_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8071,russia_welfare_new zealand_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8072,russia_welfare_usa_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8073,russia_welfare_canada_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8074,russia_welfare_australia_unilateral_sanctions_percent,percent,Fig08-01,dwr-24-08
ind8075,sanctioning_germany_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8076,sanctioning_usa_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8077,sanctioning_netherlands_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8078,sanctioning_italy_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8079,sanctioning_poland_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8080,sanctioning_ukraine_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8081,sanctioning_france_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8082,sanctioning_belgium_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8083,sanctioning_finland_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8084,sanctioning_japan_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8085,sanctioning_spain_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8086,sanctioning_uk_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8087,sanctioning_lithuania_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8088,sanctioning_czech republic_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8089,sanctioning_norway_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8090,sanctioning_hungary_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8091,sanctioning_denmark_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8092,sanctioning_canada_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8093,sanctioning_sweden_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8094,sanctioning_austria_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8095,sanctioning_greece_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8096,sanctioning_ireland_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8097,sanctioning_slovakia_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8098,sanctioning_estonia_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8099,sanctioning_australia_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8100,sanctioning_romania_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8101,sanctioning_bulgaria_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8102,sanctioning_latvia_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8103,sanctioning_portugal_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8104,sanctioning_croatia_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8105,sanctioning_slovenia_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8106,sanctioning_luxembourg_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8107,sanctioning_cyprus_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8108,sanctioning_new zealand_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8109,sanctioning_malta_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8110,sanctioning_georgia_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8111,sanctioning_albania_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8112,sanctioning_montenegro_multilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8113,sanctioning_germany_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8114,sanctioning_usa_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8115,sanctioning_netherlands_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8116,sanctioning_italy_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8117,sanctioning_poland_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8118,sanctioning_ukraine_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8119,sanctioning_france_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8120,sanctioning_belgium_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8121,sanctioning_finland_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8122,sanctioning_japan_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8123,sanctioning_spain_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8124,sanctioning_uk_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8125,sanctioning_lithuania_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8126,sanctioning_czech republic_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8127,sanctioning_norway_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8128,sanctioning_hungary_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8129,sanctioning_denmark_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8130,sanctioning_canada_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8131,sanctioning_sweden_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8132,sanctioning_austria_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8133,sanctioning_greece_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8134,sanctioning_ireland_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8135,sanctioning_slovakia_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8136,sanctioning_estonia_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8137,sanctioning_australia_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8138,sanctioning_romania_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8139,sanctioning_bulgaria_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8140,sanctioning_latvia_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8141,sanctioning_portugal_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8142,sanctioning_croatia_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8143,sanctioning_slovenia_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8144,sanctioning_luxembourg_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8145,sanctioning_cyprus_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8146,sanctioning_new zealand_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8147,sanctioning_malta_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8148,sanctioning_georgia_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8149,sanctioning_albania_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8150,sanctioning_montenegro_unilateral_sanctions_percent,percent,Fig08-02,dwr-24-08
ind8151,scenario_2014_sanctions_2014_coalition_(%),percent,Tab08-01,dwr-24-08
ind8152,scenario_hypothetical_complete_trade_embargo_2014_coalition_(%),percent,Tab08-01,dwr-24-08
ind8153,scenario_2014_sanctions_hypothetical_global_coalition_(%),percent,Tab08-01,dwr-24-08
ind8154,scenario_hypothetical_complete_trade_embargo_hypothetical_global_coalition_(%),percent,Tab08-01,dwr-24-08
ind9001,childcare_before_birth_almost_entirely_father,percent,Fig09-01a,dwr-24-09
ind9002,childcare_before_birth_about_50_50,percent,Fig09-01a,dwr-24-09
ind9003,childcare_before_birth_primarily_mother,percent,Fig09-01a,dwr-24-09
ind9004,childcare_before_birth_almost_entirely_mother,percent,Fig09-01a,dwr-24-09
ind9005,housework_before_birth_almost_entirely_father,percent,Fig09-01b,dwr-24-09
ind9006,housework_before_birth_about_50_50,percent,Fig09-01b,dwr-24-09
ind9007,housework_before_birth_primarily_mother,percent,Fig09-01b,dwr-24-09
ind9008,housework_before_birth_almost_entirely_mother,percent,Fig09-01b,dwr-24-09
ind9009,childcare_pandemic_almost_entirely_father_before_pandemic_2019,percent,Fig09-02a,dwr-24-09
ind9010,childcare_pandemic_almost_entirely_father_spring_summer_2020,percent,Fig09-02a,dwr-24-09
ind9011,childcare_pandemic_almost_entirely_father_winter_2020_21,percent,Fig09-02a,dwr-24-09
ind9012,childcare_pandemic_almost_entirely_father_winter_2021_22,percent,Fig09-02a,dwr-24-09
ind9013,childcare_pandemic_primarily_father_before_pandemic_2019,percent,Fig09-02a,dwr-24-09
ind9014,childcare_pandemic_primarily_father_spring_summer_2020,percent,Fig09-02a,dwr-24-09
ind9015,childcare_pandemic_primarily_father_winter_2020_21,percent,Fig09-02a,dwr-24-09
ind9016,childcare_pandemic_primarily_father_winter_2021_22,percent,Fig09-02a,dwr-24-09
ind9017,childcare_pandemic_about_50_50_before_pandemic_2019,percent,Fig09-02a,dwr-24-09
ind9018,childcare_pandemic_about_50_50_spring_summer_2020,percent,Fig09-02a,dwr-24-09
ind9019,childcare_pandemic_about_50_50_winter_2020_21,percent,Fig09-02a,dwr-24-09
ind9020,childcare_pandemic_about_50_50_winter_2021_22,percent,Fig09-02a,dwr-24-09
ind9021,childcare_pandemic_primarily_mother_before_pandemic_2019,percent,Fig09-02a,dwr-24-09
ind9022,childcare_pandemic_primarily_mother_spring_summer_2020,percent,Fig09-02a,dwr-24-09
ind9023,childcare_pandemic_primarily_mother_winter_2020_21,percent,Fig09-02a,dwr-24-09
ind9024,childcare_pandemic_primarily_mother_winter_2021_22,percent,Fig09-02a,dwr-24-09
ind9025,childcare_pandemic_almost_entirely_mother_before_pandemic_2019,percent,Fig09-02a,dwr-24-09
ind9026,childcare_pandemic_almost_entirely_mother_spring_summer_2020,percent,Fig09-02a,dwr-24-09
ind9027,childcare_pandemic_almost_entirely_mother_winter_2020_21,percent,Fig09-02a,dwr-24-09
ind9028,childcare_pandemic_almost_entirely_mother_winter_2021_22,percent,Fig09-02a,dwr-24-09
ind9029,housework_pandemic_almost_entirely_father_before_pandemic_2019,percent,Fig09-02b,dwr-24-09
ind9030,housework_pandemic_almost_entirely_father_spring_summer_2020,percent,Fig09-02b,dwr-24-09
ind9031,housework_pandemic_almost_entirely_father_winter_2020_21,percent,Fig09-02b,dwr-24-09
ind9032,housework_pandemic_almost_entirely_father_winter_2021_22,percent,Fig09-02b,dwr-24-09
ind9033,housework_pandemic_primarily_father_before_pandemic_2019,percent,Fig09-02b,dwr-24-09
ind9034,housework_pandemic_primarily_father_spring_summer_2020,percent,Fig09-02b,dwr-24-09
ind9035,housework_pandemic_primarily_father_winter_2020_21,percent,Fig09-02b,dwr-24-09
ind9036,housework_pandemic_primarily_father_winter_2021_22,percent,Fig09-02b,dwr-24-09
ind9037,housework_pandemic_about_50_50_before_pandemic_2019,percent,Fig09-02b,dwr-24-09
ind9038,housework_pandemic_about_50_50_spring_summer_2020,percent,Fig09-02b,dwr-24-09
ind9039,housework_pandemic_about_50_50_winter_2020_21,percent,Fig09-02b,dwr-24-09
ind9040,housework_pandemic_about_50_50_winter_2021_22,percent,Fig09-02b,dwr-24-09
ind9041,housework_pandemic_primarily_mother_before_pandemic_2019,percent,Fig09-02b,dwr-24-09
ind9042,housework_pandemic_primarily_mother_spring_summer_2020,percent,Fig09-02b,dwr-24-09
ind9043,housework_pandemic_primarily_mother_winter_2020_21,percent,Fig09-02b,dwr-24-09
ind9044,housework_pandemic_primarily_mother_winter_2021_22,percent,Fig09-02b,dwr-24-09
ind9045,housework_pandemic_almost_entirely_mother_before_pandemic_2019,percent,Fig09-02b,dwr-24-09
ind9046,housework_pandemic_almost_entirely_mother_spring_summer_2020,percent,Fig09-02b,dwr-24-09
ind9047,housework_pandemic_almost_entirely_mother_winter_2020_21,percent,Fig09-02b,dwr-24-09
ind9048,housework_pandemic_almost_entirely_mother_winter_2021_22,percent,Fig09-02b,dwr-24-09
ind9049,childcare_flow_almost_entirely_father,percent,Fig09-03a,dwr-24-09
ind9050,childcare_flow_primarily_father,percent,Fig09-03a,dwr-24-09
ind9051,childcare_flow_about_50_50,percent,Fig09-03a,dwr-24-09
ind9052,childcare_flow_primarily_mother,percent,Fig09-03a,dwr-24-09
ind9053,childcare_flow_almost_entirely_mother,percent,Fig09-03a,dwr-24-09
ind9054,housework_flow_almost_entirely_father,percent,Fig09-03b,dwr-24-09
ind9055,housework_flow_primarily_father,percent,Fig09-03b,dwr-24-09
ind9056,housework_flow_about_50_50,percent,Fig09-03b,dwr-24-09
ind9057,housework_flow_primarily_mother,percent,Fig09-03b,dwr-24-09
ind9058,housework_flow_almost_entirely_mother,percent,Fig09-03b,dwr-24-09
ind10001,gdp_growth_european_union_2022,percent,Fig10-01,dwr-24-10
ind10002,gdp_growth_european_union_2023,percent,Fig10-02,dwr-24-10
ind10003,gdp_growth_european_union_2024,percent,Fig10-03,dwr-24-10
ind10004,gdp_growth_european_union_2025,percent,Fig10-04,dwr-24-10
ind10005,consumer_price_index_european_union_2022,percent,Fig10-05,dwr-24-10
ind10006,consumer_price_index_european_union_2023,percent,Fig10-06,dwr-24-10
ind10007,consumer_price_index_european_union_2024,percent,Fig10-07,dwr-24-10
ind10008,consumer_price_index_european_union_2025,percent,Fig10-08,dwr-24-10
ind10009,unemployment_rate_european_union_2022,percent,Fig10-09,dwr-24-10
ind10010,unemployment_rate_european_union_2023,percent,Fig10-10,dwr-24-10
ind10011,unemployment_rate_european_union_2024,percent,Fig10-11,dwr-24-10
ind10012,unemployment_rate_european_union_2025,percent,Fig10-12,dwr-24-10
ind10013,gdp_growth_euro_area_2022,percent,Fig10-13,dwr-24-10
ind10014,gdp_growth_euro_area_2023,percent,Fig10-14,dwr-24-10
ind10015,gdp_growth_euro_area_2024,percent,Fig10-15,dwr-24-10
ind10016,gdp_growth_euro_area_2025,percent,Fig10-16,dwr-24-10
ind10017,consumer_price_index_euro_area_2022,percent,Fig10-17,dwr-24-10
ind10018,consumer_price_index_euro_area_2023,percent,Fig10-18,dwr-24-10
ind10019,consumer_price_index_euro_area_2024,percent,Fig10-19,dwr-24-10
ind10020,consumer_price_index_euro_area_2025,percent,Fig10-20,dwr-24-10
ind10021,unemployment_rate_euro_area_2022,percent,Fig10-21,dwr-24-10
ind10022,unemployment_rate_euro_area_2023,percent,Fig10-22,dwr-24-10
